"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","DistributionChannel","UserLanguage","Q46_First Click","Q46_Last Click","Q46_Page Submit","Q46_Click Count","interest","interfr","earnings","earnmost","earnleast","over6","earnbta","Q28","Q36","Q37","Q38","Q39","Q42","Q40","Q41","Q43","Q136","Q46","Q44","Q127","Q47_1","Q47_2","Q47_3","Q47_4","Q47_5","Q47_6","Q47_7","Q47_8","Q47_DO_1","Q47_DO_2","Q47_DO_3","Q47_DO_4","Q47_DO_5","Q47_DO_6","Q47_DO_7","Q47_DO_8","Q29","Q30","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q32","Q33","Q34","Q35","Q45_First Click","Q45_Last Click","Q45_Page Submit","Q45_Click Count","FL_17_DO_FL_21","FL_17_DO_FL_42","FL_17_DO_FL_25","FL_17_DO_FL_54","FL_17_DO_FL_22","FL_17_DO_FL_65","FL_35_DO_ExpectedValueTest","FL_35_DO_PreviousMLM","FL_35_DO_Risk","EarningsT1_DO_Q103","EarningsT1_DO_Q93","EarningsT1_DO_Q99","EarningsT1_DO_Q100","EarningsT1_DO_Q101","EarningsT1_DO_Q102","EarningsT1_DO_Q106","EarningsT1_DO_Q95","EarningsT1_DO_Q107","EarningsT1_DO_Q96","EarningsT1_DO_Q108","EarningsT1_DO_Q97","EarningsT1_DO_Q109","EarningsT1_DO_Q98","EarningsT1_DO_Q104","EarningsT1_DO_Q105","EarningsT1_DO_Q94","EarningsT2_DO_Q170","EarningsT2_DO_Q171","EarningsT2_DO_Q169","EarningsT2_DO_Q176","EarningsT2_DO_Q165","EarningsT2_DO_Q166","EarningsT2_DO_Q167","EarningsT2_DO_Q179","EarningsT2_DO_Q157","EarningsT2_DO_Q172","EarningsT2_DO_Q173","EarningsT2_DO_Q137","EarningsT2_DO_Q174","EarningsT2_DO_Q163","EarningsT2_DO_Q175","EarningsT2_DO_Q164","EarningsC_DO_Q44","EarningsC_DO_Q121","EarningsC_DO_Q122","EarningsC_DO_Q123","EarningsC_DO_Q23","EarningsC_DO_Q22","EarningsC_DO_Q21","EarningsC_DO_Q117","EarningsC_DO_Q118","EarningsC_DO_Q119","EarningsC_DO_Q120","EarningsC_DO_Q27","EarningsC_DO_Q138","ExpectedValueTest_DO_Q42","ExpectedValueTest_DO_Q41","ExpectedValueTest_DO_Q40","ExpectedValueTest_DO_Q39","ExpectedValueTest_DO_Q38","ExpectedValueTest_DO_Q37","ExpectedValueTest_DO_Q36","IndividualInformation_DO_Q35","IndividualInformation_DO_Q34","IndividualInformation_DO_Q33","IndividualInformation_DO_Q32","IndividualInformation_DO_Q31","IndividualInformation_DO_Q30","IndividualInformation_DO_Q29","T1","T2","C","treatment","tml","tlm","mtl","mlt","ltm","lmt","earnorder","interestg","interestover1","expenses","earnhigh","earnfirst","gender","woman","man","age","education","educ_hs","educ_sc","educ_cg","educ_pg","income","inc_0","inc_25","inc_50","inc_100","black","white","hispanic","other","religious","rel_nr","rel_lr","rel_sr","rel_vr","relig","knownMLM","knowMLMstill","wasMLM","nowMLM","MLMrecruited","numeracy","finance","EVtest","knowledge","earnbta4","risk","linterest","learnings","learnmost","learnleast","lover6","lexpenses","learnbta"
2020-04-06 10:11:37,2020-04-06 10:35:53,100,1455,"True",2020-04-06 10:35:53,"anonymous","EN",527.105,527.105,529.56,1,1,"I would select no interest at all because the expenses associated would be too high and the way that I would need to market the product and sell it is not very viable to generate a lot of income. The risk would then be unacceptable.",1000,2500,120,0.05,4,NA,"Exactly 10 people","More than $15,000","More than $240","More than $102","More than $50","Less than what you can buy today with the money in this account","False","No",NA,"No","No",NA,6,3,1,1,6,6,3,1,"7","3","2","5","6","8","1","4","Man",36,NA,NA,NA,NA,"Some other race","Not Hispanic or Latino","High school graduate","$25,000 to $49,999","Somewhat religious",215.291,215.291,217.591,1,NA,"1",NA,NA,NA,NA,"1","2","3","11","2","1","8","9","10","14","3","15","5","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","3","2","6","4","5","1","5","1","2","3","6","4","7",1,0,0,"Company Disclosure",0,0,1,0,0,0,"mtl","1- No Interest At All",FALSE,NA,0,TRUE,"Man",FALSE,TRUE,36,"High school or less",TRUE,FALSE,FALSE,FALSE,"$25,000 to $49,999",FALSE,TRUE,FALSE,FALSE,0,0,FALSE,1,"Somewhat religious",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,1,3,1,5,FALSE,27,0,6.90875477931522,7.82444593087762,4.79579054559674,0.048790164169432,NA,1.38629436111989
2020-04-06 10:38:14,2020-04-06 11:01:47,100,1413,"True",2020-04-06 11:01:48,"anonymous","EN",0,0,514.521,0,1,"It's a MLM company.  I have no interest whatsoever in making money by hoodwinking other people to join my pyramid scheme.",200,5000,0,0,1,NA,"More than 10 people","Exactly $15,000","More than $240","More than $102","Exactly $50","Less than what you can buy today with the money in this account","False","No",NA,"Yes","No",NA,2,3,2,1,4,2,5,3,"5","2","4","6","7","1","3","8","Woman",42,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Post graduate degree","$50,000 to 99,999","Not at all religious",0,0,217.874,0,NA,"1",NA,NA,NA,NA,"3","2","1","11","2","1","8","9","10","14","3","15","5","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","7","4","5","3","1","7","5","6","2","4","1","3",1,0,0,"Company Disclosure",0,0,1,0,0,0,"mtl","1- No Interest At All",FALSE,NA,0,TRUE,"Woman",TRUE,FALSE,42,"Post graduate degree",FALSE,FALSE,FALSE,TRUE,"$50,000 to 99,999",FALSE,FALSE,TRUE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,3,3,0,6,FALSE,22,0,5.30330490805908,8.5173931714189,0,0,NA,0
2020-04-06 10:38:07,2020-04-06 11:05:13,100,1625,"True",2020-04-06 11:05:14,"anonymous","EN",0,0,512.585,0,3,"I feel that this is something that most of the people I know would have no interest in buying the products or joining in to become a Mannatech associate. It reminds me of pyramid companies like Amway. I don't think realistically you could make very much money from it.",500,1000,100,0,2,"300","More than 10 people","Exactly $15,000","More than $240","More than $102","Don't Know","Less than what you can buy today with the money in this account","False","No",NA,"No","No",NA,2,3,2,3,2,2,2,2,"1","8","5","7","6","2","4","3","Woman",68,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Some college","$50,000 to 99,999","Somewhat religious",0,0,221.389,0,"1",NA,NA,NA,NA,NA,"1","2","3","11","2","1","8","9","10","14","5","15","4","16","6","17","7","12","13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","2","3","4","7","1","5","7","1","5","2","3","6","4",1,0,0,"Company Disclosure",0,1,0,0,0,0,"tlm","3",TRUE,300,0,FALSE,"Woman",TRUE,FALSE,68,"Some college",FALSE,TRUE,FALSE,FALSE,"$50,000 to 99,999",FALSE,FALSE,TRUE,FALSE,0,1,FALSE,0,"Somewhat religious",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,3,3,0,6,FALSE,18,1.09861228866811,6.21660610108486,6.90875477931522,4.61512051684126,0,5.70711026474888,0.693147180559945
2020-04-07 07:50:12,2020-04-07 08:12:44,100,1352,"True",2020-04-07 08:12:45,"anonymous","EN",31,31,649.498,1,1,"This sounds like an MLM, which is essentially a modern day pyramid scheme. I would never partake in any of these. You spend tons of your own money on buying product, then sell it to a saturated market. If you really want to sell, you can work for a company and sell their product without having to buy the product yourself.",0,300,0,0,1,"1000","More than 10 people","More than $15,000","Exactly $240","More than $102","More than $50","Less than what you can buy today with the money in this account","False","Yes",NA,"Yes","No",NA,2,3,2,3,2,2,7,3,"8","4","3","5","1","2","6","7","Woman",36,NA,NA,NA,"White","Some other race","Not Hispanic or Latino","College graduate","$50,000 to 99,999","Not at all religious",0,0,243.245,0,NA,"1",NA,NA,NA,NA,"2","3","1","11","2","1","8","9","10","14","5","15","3","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","6","1","7","3","2","3","7","5","1","2","4","6",1,0,0,"Company Disclosure",0,0,0,0,1,0,"ltm","1- No Interest At All",FALSE,1000,0,TRUE,"Woman",TRUE,FALSE,36,"College Graduate/Vocational Training",FALSE,FALSE,TRUE,FALSE,"$50,000 to 99,999",FALSE,FALSE,TRUE,FALSE,0,1,FALSE,1,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,1,3,1,5,FALSE,24,0,0,5.70711026474888,0,0,6.90875477931522,0
2020-04-07 15:01:04,2020-04-07 15:41:07,100,2403,"True",2020-04-07 15:41:07,"anonymous","EN",504.528,504.528,506.486,1,5,"Because I am at a point in my life where I need to start thinking about what I am going to do to be able to retire  and support myself.",5000,7000,1500,0.25,1,NA,"More than 10 people","Exactly $15,000","More than $240","More than $102","Less than $50","Less than what you can buy today with the money in this account","False","No",NA,"No","No",NA,2,6,4,3,2,2,5,3,"7","4","3","8","6","1","2","5","Woman",57,NA,NA,NA,"White",NA,"Not Hispanic or Latino","College graduate","$25,000 to $49,999","Not at all religious",0,0,211.747,0,"1",NA,NA,NA,NA,NA,"1","3","2","11","2","1","8","9","10","14","3","15","5","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","7","2","4","1","6","3","1","6","5","7","2","4",1,0,0,"Company Disclosure",0,0,1,0,0,0,"mtl","5",TRUE,NA,1,FALSE,"Woman",TRUE,FALSE,57,"College Graduate/Vocational Training",FALSE,FALSE,TRUE,FALSE,"$25,000 to $49,999",FALSE,TRUE,FALSE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3,3,0,6,FALSE,27,1.6094379124341,8.5173931714189,8.8538082749772,7.31388683163346,0.22314355131421,NA,0
2020-04-08 06:47:00,2020-04-08 07:31:16,100,2655,"True",2020-04-08 07:31:17,"anonymous","EN",467.808,467.808,1128.426,1,1,"The vast Majority of the people involved in the company are just people ordering products but not making profit. The video is very misleading as it portrays itself as an opportunity for a side gig to make 500$ or whatnot, but most people aren't making money off of this venture and even the next two tiers where the rest of the majority lie are making just above a minimum wage, which is nice, but I know people who have done similar programs and read about these types of business and they are more or less pyramid scams. Yes, they are legitimate business. Yes they can be profitable. But at the end of the day the majority of the profits go to the 3 executive level people as you can see in the chart.",1000,5000,0,0.25,4,NA,"Less than 10 people","Exactly $15,000","More than $240","More than $102","Less than $50","Less than what you can buy today with the money in this account","False","Yes","No","Yes","No",NA,6,2,2,4,2,2,2,5,"6","1","2","4","8","7","5","3","Man",30,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Post graduate degree","$25,000 to $49,999","Not too religious",730.113,730.113,730.433,1,"1",NA,NA,NA,NA,NA,"3","1","2","11","2","1","8","9","10","14","5","15","3","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","1","2","4","6","5","3","6","4","5","2","3","7","1",1,0,0,"Company Disclosure",0,0,0,0,1,0,"ltm","1- No Interest At All",FALSE,NA,0,FALSE,"Man",FALSE,TRUE,30,"Post graduate degree",FALSE,FALSE,FALSE,TRUE,"$25,000 to $49,999",FALSE,TRUE,FALSE,FALSE,0,1,FALSE,0,"Not too religious",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,2,3,0,5,FALSE,25,0,6.90875477931522,8.5173931714189,0,0.22314355131421,NA,1.38629436111989
2020-04-08 10:59:16,2020-04-08 11:16:33,100,1037,"True",2020-04-08 11:16:34,"anonymous","EN",506.566,506.566,512.989,1,1,"I do not have the time or interest in network marketing.",200,200,0,0,4,"1000","Exactly 10 people","Exactly $15,000","Exactly $240","Exactly $102","More than $50","Less than what you can buy today with the money in this account","False","Yes","No","Yes","No",NA,2,1,4,1,6,3,1,1,"3","7","1","5","2","4","8","6","Woman",38,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Some postgraduate education","$100,000 or more","Not too religious",0,0,216.792,0,NA,"1",NA,NA,NA,NA,"3","2","1","11","2","1","8","9","10","14","4","15","3","16","6","17","7","12","13","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","1","4","5","3","7","4","7","6","3","1","5","2",1,0,0,"Company Disclosure",0,0,0,0,0,1,"lmt","1- No Interest At All",FALSE,1000,0,TRUE,"Woman",TRUE,FALSE,38,"College Graduate/Vocational Training",FALSE,FALSE,TRUE,FALSE,"$100,000 or more",FALSE,FALSE,FALSE,TRUE,0,1,FALSE,0,"Not too religious",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,1,2,1,4,FALSE,19,0,5.30330490805908,5.30330490805908,0,0,6.90875477931522,1.38629436111989
2020-04-08 15:40:51,2020-04-08 16:00:16,100,1165,"True",2020-04-08 16:00:17,"anonymous","EN",3.081,501.236,502.846,40,2,"It definitely seems like it’s a pyramid scheme, or whatever weird name they disguise themselves nowadays",1000,2000,100,0.05,2,NA,"More than 10 people","More than $15,000","Exactly $240","More than $102","Less than $50","Less than what you can buy today with the money in this account",NA,"No",NA,"No","No",NA,2,3,2,7,7,4,4,7,"6","4","5","7","3","8","2","1","Man",30,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Some college","$25,000 to $49,999","Not at all religious",1.515,212.638,214.172,43,"1",NA,NA,NA,NA,NA,"1","3","2","11","2","1","8","9","10","14","3","15","4","16","6","17","7","12","13","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","7","5","6","1","4","7","6","2","5","1","3","4",1,0,0,"Company Disclosure",0,0,0,1,0,0,"mlt","2",TRUE,NA,0,FALSE,"Man",FALSE,TRUE,30,"Some college",FALSE,TRUE,FALSE,FALSE,"$25,000 to $49,999",FALSE,TRUE,FALSE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1,2,0,3,FALSE,36,0.693147180559945,6.90875477931522,7.60140233458373,4.61512051684126,0.048790164169432,NA,0.693147180559945
2020-04-08 23:04:20,2020-04-08 23:29:34,100,1514,"True",2020-04-08 23:29:34,"anonymous","EN",438.039,446.548,526.419,2,1,"1) I am NOT a salesman, on or offline. I'm a shy, quiet person, especially around strangers. I am not good at small talk or making conversation and I'm not going up to a perfect stranger and starting a conversation about some product that may have absolutely no interest in. 
2) The whole thing sounds like a pyramid scheme to me. I'm not saying it is a scheme, I'm not saying it's not, but that's what it feels like to me. I've tried things like this before, I've known others who have tried stuff like this before, whether it was Avon or door-to-door sales of vacuum cleaners, none have them have ever had any real success at this kind of thing. Especially, when you have to buy the product and only get your money back by selling more.",150,500,1,0.15,1,NA,"More than 10 people","Exactly $15,000","More than $240","More than $102","Less than $50","Less than what you can buy today with the money in this account",NA,"Yes",NA,"Yes","No",NA,4,6,2,1,2,2,6,1,"3","8","4","1","6","7","5","2","Man",51,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Some college","Less than $24,999","Not at all religious",8.686,8.686,222.994,1,NA,"1",NA,NA,NA,NA,"3","2","1","11","2","1","8","9","10","14","3","15","5","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4","7","2","5","1","3","7","4","3","5","2","6","1",1,0,0,"Company Disclosure",0,0,1,0,0,0,"mtl","1- No Interest At All",FALSE,NA,0,TRUE,"Man",FALSE,TRUE,51,"Some college",FALSE,TRUE,FALSE,FALSE,"Less than $24,999",TRUE,FALSE,FALSE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,3,2,0,5,FALSE,24,0,5.01727983681492,6.21660610108486,0.693147180559945,0.139761942375159,NA,0
2020-04-10 06:15:39,2020-04-10 06:38:06,100,1346,"True",2020-04-10 06:38:06,"anonymous","EN",0,0,521.75,0,7,"want to be wealthy",7000,7000,119,0.75,4,NA,"More than 10 people","Exactly $15,000","More than $240","More than $102","Less than $50","Less than what you can buy today with the money in this account",NA,"No",NA,"No","No",NA,2,2,2,1,2,2,7,1,"3","2","8","6","1","5","7","4","Woman",70,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Some college","Less than $24,999","Not at all religious",0,0,267.58,0,NA,"1",NA,NA,NA,NA,"1","2","3","11","2","1","8","9","10","14","3","15","4","16","6","17","7","12","13","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","6","5","2","1","7","2","6","5","3","7","4","1",1,0,0,"Company Disclosure",0,0,0,1,0,0,"mlt","7- Extremely Interested",TRUE,NA,1,TRUE,"Woman",TRUE,FALSE,70,"Some college",FALSE,TRUE,FALSE,FALSE,"Less than $24,999",TRUE,FALSE,FALSE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3,2,0,5,FALSE,19,1.94591014905531,8.8538082749772,8.8538082749772,4.78749174278205,0.559615787935423,NA,1.38629436111989
2020-04-10 12:14:35,2020-04-10 12:44:16,100,1781,"True",2020-04-10 12:44:17,"anonymous","EN",362.533,362.533,577.904,1,2,"I don't really enjoy this kind of work, nor do I function especially well in sales environments where I'm expected to push a product or products. It's not a skill with which I am comfortable, nor do I consider it one of my strong suits. Moreover, I am not interested in these kinds of ""wellness"" products. They are not things I would buy for myself, and I wouldn't be comfortable recommending them to others or trying to convince customers that these products are what they need to be well and feel good. In addition, the possibility of putting in a lot of effort and failing to realize any reward (which I know is a possibility, depending on the individual) is not a business model in which I am comfortable working. I don't have the personality for it.",100,500,0,0.05,2,NA,"More than 10 people","More than $15,000","Less than $240","More than $102","More than $50","Less than what you can buy today with the money in this account","False","No",NA,"Yes","No",NA,4,7,6,6,4,6,4,6,"3","5","6","4","1","8","2","7","Man",32,NA,NA,NA,"White",NA,"Not Hispanic or Latino","College graduate","$50,000 to 99,999","Not at all religious",0,0,230.581,0,"1",NA,NA,NA,NA,NA,"2","1","3","11","2","1","8","9","10","14","3","15","5","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","2","1","6","3","4","5","2","7","1","4","6","3","5",1,0,0,"Company Disclosure",0,0,1,0,0,0,"mtl","2",TRUE,NA,0,FALSE,"Man",FALSE,TRUE,32,"College Graduate/Vocational Training",FALSE,FALSE,TRUE,FALSE,"$50,000 to 99,999",FALSE,FALSE,TRUE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,1,3,1,5,FALSE,43,0.693147180559945,4.61512051684126,6.21660610108486,0,0.048790164169432,NA,0.693147180559945
2020-04-10 14:27:42,2020-04-10 14:55:21,100,1658,"True",2020-04-10 14:55:21,"anonymous","EN",8.155,310.979,519.87,2,2,"It looks to be just another sales job, but here the income for the vast majority of workers is low and the company support. No mention of how well beginning associates do, but I suspect the out of pocket costs are on par with the commissions received. I would not want to sink my own money into a pushing a product and then have a significant fraction of that go to people above me.",1000,6000,150,0.05,3,"1200","More than 10 people","Exactly $15,000","More than $240","More than $102","More than $50","Less than what you can buy today with the money in this account","False","No",NA,"No","No",NA,4,3,6,6,3,1,2,4,"7","3","1","6","2","4","5","8","Man",45,NA,NA,NA,"White",NA,"Not Hispanic or Latino","College graduate","$100,000 or more","Not at all religious",221.716,221.716,224.577,1,"1",NA,NA,NA,NA,NA,"3","2","1","11","2","1","8","9","10","14","5","15","4","16","6","17","7","12","13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","2","6","7","3","1","1","3","6","5","2","4","7",1,0,0,"Company Disclosure",0,1,0,0,0,0,"tlm","2",TRUE,1200,0,FALSE,"Man",FALSE,TRUE,45,"College Graduate/Vocational Training",FALSE,FALSE,TRUE,FALSE,"$100,000 or more",FALSE,FALSE,FALSE,TRUE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3,3,1,7,FALSE,29,0.693147180559945,6.90875477931522,8.69968140098951,5.01727983681492,0.048790164169432,7.09090982207998,1.09861228866811
2020-04-10 14:41:48,2020-04-10 15:04:32,100,1363,"True",2020-04-10 15:04:32,"anonymous","EN",10.498,10.498,500.122,1,1,"It's a pyramid scheme/multi-level marketing. I don't have hundreds of gullible friends to sucker into it, so I wouldn't make money from it.",120,7045,0,0.05,1,"200","More than 10 people","Exactly $15,000","More than $240","More than $102","More than $50","Less than what you can buy today with the money in this account","False","No",NA,"No","No",NA,2,3,2,3,2,2,2,3,"1","2","3","4","6","8","7","5","Woman",35,NA,NA,NA,"White",NA,"Not Hispanic or Latino","College graduate","Less than $24,999","Not at all religious",0,0,215.734,0,NA,"1",NA,NA,NA,NA,"3","2","1","11","2","1","8","9","10","14","5","15","4","16","6","17","7","12","13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1","3","7","2","4","6","2","5","3","1","4","7","6",1,0,0,"Company Disclosure",0,1,0,0,0,0,"tlm","1- No Interest At All",FALSE,200,0,TRUE,"Woman",TRUE,FALSE,35,"College Graduate/Vocational Training",FALSE,FALSE,TRUE,FALSE,"Less than $24,999",TRUE,FALSE,FALSE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3,3,1,7,FALSE,19,0,4.79579054559674,8.86021535890118,0,0.048790164169432,5.30330490805908,0
2020-04-10 14:49:16,2020-04-10 15:06:38,100,1041,"True",2020-04-10 15:06:38,"anonymous","EN",0,0,505.26,0,1,"It seems like any other MLM scheme out there. I don't have any interest in these kinds of opportunities.",5000,10000,0,0.45,4,"5000","More than 10 people","Exactly $15,000","More than $240","More than $102","Exactly $50","Less than what you can buy today with the money in this account","False","No",NA,"Yes","No",NA,2,1,3,6,6,3,6,3,"6","5","1","4","3","2","8","7","Man",31,NA,"Black or African American",NA,NA,NA,"Not Hispanic or Latino","College graduate","$25,000 to $49,999","Not at all religious",0,0,212.033,0,"1",NA,NA,NA,NA,NA,"2","1","3","11","2","1","8","9","10","14","3","15","4","16","6","17","7","12","13","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","1","3","5","7","6","3","5","6","4","2","1","7",1,0,0,"Company Disclosure",0,0,0,1,0,0,"mlt","1- No Interest At All",FALSE,5000,1,FALSE,"Man",FALSE,TRUE,31,"College Graduate/Vocational Training",FALSE,FALSE,TRUE,FALSE,"$25,000 to $49,999",FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,3,3,0,6,FALSE,30,0,8.5173931714189,9.21044036697652,0,0.371563556432483,8.5173931714189,1.38629436111989
2020-04-10 14:33:32,2020-04-10 15:15:57,100,2544,"True",2020-04-10 15:15:57,"anonymous","EN",410.953,410.953,506.353,1,1,"This seems like a terrible multi-level marketing scheme. Mannatech already has been confronted about making false claims about its products. The numbers represent terrible earnings. It seems like I might do better playing the lottery. It would certainly be less time consuming and there would be much less overhead!",1050,1300000,119,0.05,4,"2800","More than 10 people","Exactly $15,000","More than $240","More than $102","Less than $50","Less than what you can buy today with the money in this account","False","No",NA,"No","No",NA,2,1,2,1,4,2,4,6,"4","2","6","8","5","7","1","3","Woman",52,"American Indian or Alaska Native",NA,NA,"White",NA,"Not Hispanic or Latino","Post graduate degree","$50,000 to 99,999","Not at all religious",0,0,271.691,0,NA,"1",NA,NA,NA,NA,"1","3","2","11","2","1","8","9","10","14","5","15","3","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","1","7","2","3","6","1","3","6","2","7","5","4",1,0,0,"Company Disclosure",0,0,0,0,1,0,"ltm","1- No Interest At All",FALSE,2800,1,TRUE,"Woman",TRUE,FALSE,52,"Post graduate degree",FALSE,FALSE,FALSE,TRUE,"$50,000 to 99,999",FALSE,FALSE,TRUE,FALSE,0,1,FALSE,1,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3,3,0,6,FALSE,22,0,6.95749737087695,14.0778755916622,4.78749174278205,0.048790164169432,7.93773177526011,1.38629436111989
2020-04-10 14:31:18,2020-04-10 15:19:31,100,2892,"True",2020-04-10 15:19:31,"anonymous","EN",12.247,12.247,1135.482,1,1,"You have to be one of the few awesome higher level people to even earn a decent amount of money. The majority of people mess less than 8k a year. That's crazy.",5000,7000,1000,0.55,4,"1000","Exactly 10 people","Exactly $15,000","Exactly $240","Don't Know","Less than $50","Exactly the same as what you can buy today with the money in this account","False","Yes","Yes","Yes","No",NA,2,2,2,6,2,2,6,6,"2","8","6","4","1","3","7","5","Woman",42,NA,NA,NA,"White",NA,"Not Hispanic or Latino","Some college","$50,000 to 99,999","Not at all religious",9.585,9.585,215.315,1,"1",NA,NA,NA,NA,NA,"1","2","3","11","2","1","8","9","10","14","3","15","5","16","6","17","7","12","13","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","2","7","3","5","6","7","3","2","6","1","4","5",1,0,0,"Company Disclosure",0,0,1,0,0,0,"mtl","1- No Interest At All",FALSE,1000,1,FALSE,"Woman",TRUE,FALSE,42,"Some college",FALSE,TRUE,FALSE,FALSE,"$50,000 to 99,999",FALSE,FALSE,TRUE,FALSE,0,1,FALSE,0,"Not at all religious",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,1,1,0,2,FALSE,28,0,8.5173931714189,8.8538082749772,6.90875477931522,0.438254930931155,6.90875477931522,1.38629436111989
